Temperature,Humidity,Light,Voltage,Controller ID,Output
31.5,36,232.71,2.42,5,1
31.6,36,246.35,2.41,3,1
31.6,36,235.78,2.46,3,1
31.5,36,237.02,2.45,3,1
31.5,36,236.09,2.43,5,1
31.5,35,251.74,2.46,5,1
31.7,35,244.05,2.46,5,1
31.6,36,241.46,2.42,1,1
31.6,35,231.49,2.44,2,1
31.6,35,240.5,2.44,4,1
31.6,36,237.02,2.44,3,1
31.6,36,233.31,2.47,1,1
31.7,36,255.91,2.43,2,1
31.7,36,247.35,2.42,1,1
31.7,36,237.02,2.46,2,1
31.7,36,243.07,2.47,5,1
31.7,36,248.35,2.49,5,1
31.7,36,245.36,2.45,3,1
31.7,36,258.38,2.43,3,1
31.7,36,236.09,2.47,5,1
31.7,36,247.35,2.44,1,1
31.7,36,252.09,2.48,2,1
31.7,36,251.4,2.48,2,1
31.8,36,248.35,2.43,2,1
31.8,36,246.35,2.42,2,1
31.8,36,246.35,2.46,2,1
31.8,36,236.09,2.46,3,1
31.8,36,243.07,2.46,3,1
31.8,36,254.85,2.42,4,1
31.8,36,239.22,2.42,2,1
31.8,36,252.09,2.44,2,1
31.8,36,247.02,2.47,5,1
31.7,36,232.4,2.44,4,1
31.8,36,232.1,2.46,3,1
31.8,36,251.74,2.41,1,1
31.7,36,249.36,2.46,4,1
31.7,36,244.7,2.47,4,1
31.7,36,240.5,2.46,5,1
31.7,36,257.32,2.44,2,1
31.7,36,259.45,2.42,2,1
31.7,36,250.04,2.43,3,1
31.7,36,244.38,2.42,3,1
31.7,36,244.38,2.47,4,1
31.7,36,251.06,2.46,5,1
31.7,36,257.32,2.44,1,1
31.7,36,250.04,2.47,4,1
31.7,36,260.53,2.44,3,1
31.7,36,248.35,2.43,3,1
31.6,36,245.69,2.47,2,1
31.8,36,237.65,2.45,4,1
31.8,36,242.42,2.43,1,1
31.8,36,237.65,2.41,5,1
31.8,36,236.09,2.44,5,1
31.8,36,241.78,2.47,5,1
31.8,36,236.09,2.41,3,1
31.8,36,236.09,2.41,2,1
31.7,37,257.32,2.47,2,1
31.7,37,234.54,2.45,4,1
31.7,37,249.7,2.47,2,1
31.7,37,256.96,2.45,5,1
31.8,37,233.01,2.41,2,1
31.8,37,253.46,2.45,3,1
31.6,37,225,2.47,2,1
31.8,37,226.74,2.43,2,1
31.7,37,257.67,2.42,5,1
31.6,37,236.09,2.39,4,1
31.6,37,257.32,2.42,3,1
31.6,37,224.71,2.44,4,1
31.6,37,269.05,2.45,3,1
31.7,37,233.31,2.45,2,1
31.6,37,242.42,2.39,3,1
31.7,37,244.05,2.39,5,1
31.7,37,226.45,2.47,3,1
31.7,37,226.74,2.47,4,1
31.8,37,258.38,2.43,3,1
31.8,37,248.02,2.46,3,1
31.3,36,251.06,2.48,5,1
32.1,37,256.61,2.43,2,1
31.7,37,251.74,2.47,5,1
31.7,37,237.65,2.46,4,1
31.7,37,257.32,2.46,4,1
31.7,37,248.69,2.45,3,1
31.7,37,250.72,2.44,4,1
31.7,37,245.69,2.45,4,1
31.7,37,244.7,2.46,1,1
31.7,37,247.68,2.44,2,1
31.7,37,255.2,2.44,1,1
31.7,37,247.35,2.44,4,1
31.8,37,246.35,2.42,3,1
31.8,37,258.38,2.42,4,1
31.7,37,239.54,2.48,5,1
31.8,37,247.02,2.47,5,1
31.8,37,257.32,2.44,4,1
31.8,37,259.81,2.44,2,1
31.8,36,245.69,2.45,5,1
31.8,36,249.7,2.43,5,1
31.8,36,269.05,2.43,1,1
31.8,36,246.35,2.46,3,1
31.8,36,242.42,2.43,4,1
31.8,36,240.5,2.41,4,1
31.8,36,237.96,2.43,1,1
31.8,36,246.02,2.44,3,1
31.8,36,253.46,2.47,3,1
31.8,36,236.09,2.43,2,1
31.8,36,250.72,2.45,4,1
31.7,36,242.1,2.46,2,1
31.8,36,251.4,2.42,4,1
31.8,36,257.32,2.45,5,1
31.8,36,257.67,2.45,3,1
31.8,36,236.09,2.46,2,1
31.9,36,252.43,2.45,5,1
31.8,36,250.04,2.45,2,1
31.8,36,249.7,2.46,3,1
31.8,36,251.74,2.43,3,1
31.9,36,253.46,2.44,5,1
31.8,36,251.4,2.44,2,1
31.8,36,263.08,2.44,1,1
31.8,36,244.7,2.42,1,1
31.9,36,251.4,2.45,5,1
31.9,36,263.82,2.45,2,1
31.9,36,248.69,2.41,3,1
31.8,36,235.47,2.44,1,1
31.8,36,261.99,2.49,1,1
31.9,36,266.41,2.45,2,1
31.9,36,263.08,2.41,3,1
31.9,36,244.38,2.45,5,1
31.9,36,247.02,2.45,2,1
31.9,36,257.67,2.42,3,1
31.9,36,266.79,2.43,1,1
31.9,36,251.74,2.46,3,1
31.9,36,255.55,2.43,2,1
31.9,36,248.02,2.39,2,1
31.9,36,246.68,2.47,1,1
32.3,36,257.32,2.42,2,1
31.9,36,246.35,2.42,1,1
31.9,36,238.59,2.45,5,1
31.9,36,238.28,2.47,1,1
31.9,36,251.74,2.42,2,1
32,36,252.09,2.47,1,1
32,36,260.9,2.44,1,1
31.9,36,256.96,2.45,4,1
31.9,36,257.32,2.44,4,1
31.9,36,240.18,2.43,5,1
31.9,36,259.81,2.47,2,1
31.9,36,257.32,2.42,2,1
32,36,252.09,2.44,3,1
31.9,37,246.68,2.45,4,1
31.9,37,255.2,2.43,1,1
31.8,37,241.78,2.46,4,1
31.9,37,264.92,2.47,3,1
31.9,37,256.61,2.43,2,1
31.9,37,246.68,2.44,5,1
31.9,37,248.02,2.47,4,1
31.9,37,249.36,2.42,1,1
32,37,236.4,2.42,5,1
32,37,242.1,2.43,1,1
31.9,37,252.43,2.46,1,1
31.9,37,260.53,2.42,5,1
31.9,37,249.36,2.44,3,1
31.9,37,251.74,2.44,4,1
31.8,37,269.05,2.47,5,1
31.8,37,244.7,2.44,5,1
31.7,37,245.36,2.48,5,1
31.8,37,256.96,2.45,2,1
31.8,37,254.85,2.42,3,1
31.8,37,252.09,2.48,1,1
31.8,37,250.04,2.47,2,1
31.8,37,251.74,2.46,3,1
31.8,37,261.99,2.41,3,1
31.8,37,253.46,2.45,1,1
31.9,37,258.38,2.42,3,1
31.9,37,257.67,2.44,3,1
31.9,38,264.18,2.41,5,1
31.9,54.83475897,237.65,2.43,3,1
31.9,38,249.36,2.46,2,1
31.9,38,269.43,2.44,3,1
31.9,38,267.16,2.41,2,1
30.10112545,38,254.85,2.44,1,1
31.8,38,242.75,2.42,1,1
31.8,38,257.32,2.48,3,1
31.8,38,240.82,2.41,1,1
31.8,38,250.04,2.46,3,1
31.8,38,241.46,2.47,5,1
31.8,38,244.7,2.42,2,1
31.8,38,252.09,2.42,2,1
31.8,37,270.96,2.43,2,1
31.8,37,236.4,2.43,5,1
31.8,37,247.68,2.46,2,1
32.4,37,225.58,2.46,1,1
31.9,37,250.72,2.42,4,1
31.8,37,241.46,2.47,5,1
31.8,37,251.74,2.42,3,1
31.9,37,251.74,2.43,5,1
31.9,37,251.4,2.47,1,1
31.9,37,269.81,2.44,5,1
31.9,37,250.04,2.44,2,1
31.9,37,238.91,2.42,1,1
31.9,37,252.77,2.43,2,1
32,37,252.09,2.47,2,1
32,37,256.26,2.45,2,1
32,37,257.32,2.46,2,1
32,37,251.4,2.42,1,1
32,37,246.35,2.47,4,1
32,37,251.06,2.47,4,1
32,37,251.4,2.45,3,1
32,37,244.05,2.46,3,1
32,37,272.89,2.45,1,1
31.9,37,246.68,2.43,1,1
31.9,37,249.36,2.42,5,1
31.9,37,263.45,2.44,2,1
31.9,37,234.85,2.47,3,1
31.9,37,258.03,2.43,4,1
31.9,37,273.66,2.44,4,1
31.9,37,246.35,2.42,5,1
31.9,54.83475897,277.21,2.4,5,1
32,37,237.96,2.45,4,1
31.9,37,244.7,2.49,1,1
31.8,37,246.02,2.44,4,1
30.10112545,37,262.71,2.5,3,1
31.9,37,261.62,2.41,4,1
31.9,54.83475897,268.67,2.4,5,1
31.9,37,267.16,2.45,4,1
31.9,37,269.05,2.44,3,1
32,37,246.35,2.48,5,1
30.10112545,37,285.76,2.44,2,1
31.9,37,252.43,2.41,2,1
31.9,37,269.43,2.48,5,1
31.9,37,270.96,2.42,5,1
31.9,37,277.21,2.45,2,1
31.9,37,269.43,2.43,2,1
31.9,37,243.07,2.41,4,1
31.9,37,236.09,2.46,4,1
31.8,37,268.67,2.4,3,1
31.8,37,240.18,2.45,2,1
31.8,37,231.49,2.44,1,1
31.8,37,263.82,2.46,5,1
32,37,279.21,2.49,4,1
31.9,37,274.84,2.39,1,1
31.8,37,261.99,2.48,2,1
31.8,37,247.35,2.48,2,1
31.8,37,237.65,2.44,3,1
31.8,37,262.35,2.42,4,1
31.8,37,267.16,2.41,2,1
31.8,37,269.05,2.43,2,1
31.8,37,264.92,2.42,3,1
31.8,37,278.8,2.47,5,1
31.8,37,272.5,2.42,4,1
31.8,54.83475897,246.68,2.44,2,1
31.8,37,254.85,2.5,2,1
31.8,37,272.89,2.45,3,1
31.7,37,268.29,2.43,2,1
30.10112545,37,275.23,2.47,4,1
31.8,37,265.67,2.42,1,1
31.8,37,241.14,2.42,5,1
31.8,37,281.63,2.44,4,1
31.8,37,250.04,2.43,2,1
31.7,37,263.08,2.45,5,1
31.8,37,252.43,2.42,2,1
31.8,37,278,2.46,4,1
31.8,38,250.04,2.49,4,1
31.8,38,250.38,2.44,4,1
31.8,38,258.03,2.41,3,1
31.8,38,247.68,2.44,4,1
31.7,38,266.79,2.44,1,1
31.7,38,251.06,2.41,1,1
31.7,38,248.35,2.46,2,1
31.7,38,257.32,2.43,3,1
31.7,38,261.26,2.42,4,1
31.7,38,246.35,2.47,2,1
31.8,38,249.36,2.41,5,1
31.8,38,265.29,2.46,2,1
31.7,38,234.23,2.41,4,1
31.7,38,282.45,2.42,4,1
31.6,38,247.68,2.42,2,1
31.7,38,267.91,2.48,3,1
31.6,38,245.69,2.4,4,1
31.7,38,250.72,2.41,1,1
31.6,38,268.67,2.43,3,1
31.6,38,249.7,2.46,4,1
31.6,39,272.89,2.45,2,1
31.6,39,236.09,2.4,5,1
31.6,39,262.71,2.44,2,1
31.6,39,267.91,2.42,3,1
31.7,38,252.77,2.45,4,1
31.5,38,262.71,2.49,2,1
31.2,39,256.26,2.43,1,1
31.5,39,267.16,2.42,5,1
31.5,39,246.35,2.45,1,1
31.5,39,251.06,2.49,4,1
31.5,39,246.02,2.4,5,1
31.5,39,249.03,2.44,1,1
31.5,39,266.41,2.47,4,1
31.5,39,269.81,2.44,3,1
31.5,39,251.4,2.44,4,1
31.5,39,251.74,2.43,2,1
31.5,39,260.9,2.46,1,1
31.4,39,255.2,2.46,2,1
31.4,39,252.09,2.46,1,1
31.4,39,244.7,2.42,1,1
31.3,39,261.99,2.41,2,1
31.4,39,248.69,2.44,3,1
31.4,39,246.68,2.43,1,1
31.4,39,275.62,2.43,5,1
31.4,39,246.35,2.47,3,1
31.4,39,269.05,2.42,3,1
31.4,39,256.61,2.43,3,1
31.4,39,264.18,2.44,4,1
31.4,39,259.81,2.47,3,1
31.4,39,277.6,2.45,4,1
31.4,39,248.35,2.44,1,1
31.4,39,271.73,2.47,5,1
31.4,39,263.82,2.42,5,1
31.4,39,262.35,2.44,1,1
31.3,39,257.32,2.48,4,1
31.4,39,269.05,2.41,4,1
31.4,38,245.36,2.44,1,1
31.4,38,246.35,2.41,1,1
31.4,38,255.2,2.43,5,1
31.4,38,237.02,2.47,4,1
31.4,38,240.18,2.46,4,1
31.4,38,257.32,2.44,5,1
31.4,37,274.44,2.47,2,1
31.5,37,253.46,2.42,1,1
31.5,37,253.46,2.45,1,1
31.5,37,244.05,2.44,2,1
31.5,37,279.61,2.41,4,1
31.5,37,231.49,2.44,1,1
31.7,37,240.18,2.45,2,1
31.6,36,244.38,2.47,5,1
31.7,36,258.74,2.42,3,1
31.7,36,255.91,2.43,1,1
31.7,36,251.4,2.42,2,1
31.7,36,256.26,2.44,1,1
31.7,36,252.09,2.39,4,1
31.8,36,256.96,2.49,1,1
31.8,36,254.85,2.44,5,1
31.8,36,254.16,2.41,4,1
31.8,37,275.23,2.47,3,1
31.8,37,262.71,2.46,3,1
31.8,37,269.05,2.44,5,1
31.8,37,263.08,2.48,5,1
31.3,36,246.68,2.47,2,1
31.8,36,257.67,2.45,3,1
31.8,36,257.32,2.45,5,1
31.8,36,251.74,2.47,2,1
31.8,36,271.73,2.43,2,1
31.8,36,269.43,2.46,5,1
31.8,36,266.41,2.46,1,1
31.8,36,263.08,2.41,3,1
31.8,36,249.36,2.45,2,1
31.8,36,257.67,2.42,2,1
31.8,36,249.36,2.47,1,1
31.8,36,255.55,2.49,1,1
31.8,36,247.68,2.46,2,1
31.8,36,241.14,2.43,3,1
31.8,36,265.29,2.43,1,1
32.4,36,272.89,2.46,4,1
31.8,35,264.18,2.41,3,1
31.8,36,242.42,2.44,3,1
31.8,35,243.4,2.47,1,1
31.8,35,236.71,2.42,5,1
31.9,35,250.04,2.48,2,1
31.9,35,255.55,2.42,2,1
31.9,35,259.1,2.43,5,1
31.9,34,244.38,2.46,4,1
32,34,246.02,2.42,3,1
32,34,251.4,2.41,3,1
32,34,248.35,2.47,1,1
32,35,263.08,2.42,2,1
32,34,258.38,2.42,5,1
31.9,35,252.77,2.45,1,1
32,35,259.81,2.46,2,1
32,35,240.5,2.45,4,1
32,35,256.26,2.44,3,1
32,35,244.05,2.42,1,1
32,35,254.85,2.44,3,1
32,36,269.43,2.47,1,1
31.9,35,260.9,2.42,1,1
31.9,35,257.32,2.47,2,1
31.9,34,243.4,2.4,2,1
31.9,34,262.35,2.49,5,1
31.9,34,256.96,2.47,5,1
31.9,54.83475897,256.26,2.45,4,1
31.9,34,269.05,2.41,1,1
32,34,258.38,2.47,2,1
31.9,34,272.89,2.45,4,1
30.10112545,34,261.26,2.48,2,1
31.9,34,264.92,2.42,5,1
32,34,259.81,2.42,3,1
32,33,284.1,2.47,4,1
32,33,265.29,2.49,5,1
32,33,268.29,2.42,1,1
32,33,269.05,2.42,3,1
32,33,238.28,2.47,5,1
32,33,248.69,2.44,4,1
32,33,251.74,2.44,3,1
32,33,250.04,2.46,4,1
32,33,267.54,2.42,3,1
32.3,33,266.41,2.47,2,1
32,34,274.05,2.46,5,1
32,34,252.09,2.46,1,1
32,33,243.4,2.48,3,1
32,34,248.02,2.44,5,1
32,35,257.32,2.47,1,1
32,35,235.78,2.43,3,1
32,36,200.31,2.43,5,1
32,35,198.14,2.42,1,1
32,35,207.31,2.41,4,1
32,35,192.5,2.42,4,1
32,36,205.27,2.45,4,1
31.9,36,205.27,2.45,4,1
31.9,36,202.03,2.42,5,1
31.9,36,201.29,2.44,4,1
31.8,36,196.94,2.45,3,1
31.8,36,202.28,2.42,2,1
31.8,36,206.03,2.48,4,1
31.8,36,200.8,2.43,4,1
31.8,36,205.53,2.47,5,1
31.8,36,201.05,2.45,2,1
31.7,36,205.02,2.47,3,1
31.7,37,196.23,2.44,4,1
31.7,37,199.1,2.44,2,1
31.7,37,205.27,2.45,5,1
31.7,37,208.34,2.44,4,1
31.6,37,204.27,2.42,1,1
31.6,37,209.37,2.48,1,1
31.5,37,202.03,2.45,1,1
31.5,37,200.8,2.46,3,1
31.5,37,204.02,2.42,2,1
31.5,37,205.02,2.43,3,1
31.5,37,211.47,2.45,4,1
31.5,37,205.02,2.42,1,1
31.5,37,204.02,2.43,5,1
31.5,37,214.67,2.42,5,1
31.5,37,209.63,2.44,1,1
31.5,37,205.27,2.43,3,1
31.5,38,199.58,2.43,3,1
31.5,38,201.54,2.44,5,1
31.5,38,197.66,2.42,1,1
31.5,38,198.14,2.45,2,1
31.5,38,201.54,2.45,4,1
31.8,38,200.8,2.46,1,1
31.5,38,205.78,2.47,4,1
31.5,38,201.78,2.44,1,1
31.5,38,200.8,2.42,2,1
31.5,38,206.54,2.43,4,1
31.5,38,205.27,2.45,5,1
31.5,38,203.27,2.47,3,1
31.5,38,201.54,2.45,5,1
31.5,38,195.29,2.48,4,1
31.5,38,192.5,2.48,1,1
31.5,38,211.73,2.49,3,1
31.5,38,196.23,2.39,1,1
31.5,54.83475897,210.42,2.47,1,1
31.5,38,206.54,2.44,2,1
31.6,38,208.86,2.47,5,1
31.5,38,189.99,2.44,2,1
30.10112545,38,206.54,2.48,4,1
31.6,38,191.58,2.49,5,1
31.6,38,193.19,2.41,5,1
31.6,38,203.02,2.47,1,1
31.6,38,185.98,2.48,5,1
31.6,38,207.82,2.47,2,1
31.6,38,207.05,2.43,1,1
31.6,38,200.8,2.48,4,1
31.6,38,190.67,2.47,2,1
31.6,38,202.28,2.43,4,1
31.6,38,193.88,2.46,1,1
31.6,38,194.35,2.46,2,1
31.5,38,187.97,2.47,5,1
31.7,38,202.52,2.44,1,1
31.6,38,193.19,2.46,5,1
31.6,38,203.52,2.47,3,1
31.6,38,203.52,2.43,2,1
31.6,38,199.1,2.41,1,1
31.7,38,196.47,2.43,5,1
31.7,38,189.99,2.42,2,1
31.7,37,202.52,2.46,2,1
31.7,37,189.09,2.44,4,1
31.7,37,193.88,2.44,4,1
31.7,37,201.05,2.47,2,1
31.7,37,200.8,2.46,3,1
31.7,37,199.83,2.44,3,1
31.7,37,201.54,2.42,5,1
32,37,193.88,2.48,5,1
31.7,37,187.52,2.46,5,1
31.8,37,192.96,2.46,1,1
31.8,37,200.8,2.43,5,1
31.8,36,189.09,2.47,5,1
31.8,36,199.1,2.46,5,1
31.8,36,195.76,2.44,2,1
31.8,36,189.76,2.44,5,1
31.8,36,193.19,2.44,1,1
31.8,36,186.42,2.41,1,1
31.8,36,195.76,2.42,4,1
31.8,36,206.03,2.43,1,1
31.8,36,200.8,2.44,3,1
31.8,36,211.73,2.46,2,1
31.9,36,189.54,2.46,1,1
31.9,36,192.27,2.45,5,1
31.9,36,194.82,2.43,3,1
31.9,36,194.35,2.46,5,1
31.9,36,196.23,2.43,1,1
31.9,36,187.97,2.43,2,1
31.9,36,192.04,2.42,2,1
31.9,36,188.86,2.46,5,1
31.9,36,195.76,2.45,5,1
31.9,36,193.65,2.46,5,1
32,36,200.8,2.42,5,1
32,36,190.44,2.42,5,1
32,36,185.98,2.42,3,1
31.9,35,198.38,2.48,3,1
32,35,195.29,2.42,4,1
31.9,35,200.8,2.41,5,1
32,35,201.54,2.44,2,1
32,35,202.03,2.47,1,1
32,35,195.76,2.44,4,1
32,35,187.3,2.44,3,1
32,35,199.83,2.48,3,1
32,35,193.19,2.48,2,1
32,35,187.52,2.47,1,1
32,35,189.09,2.44,1,1
32,35,200.56,2.46,2,1
32,35,207.57,2.47,2,1
32,35,201.29,2.41,4,1
32,35,204.27,2.45,4,1
31.9,35,206.29,2.44,4,1
31.8,34,206.03,2.47,5,1
32,34,205.53,2.47,2,1
32,34,209.89,2.38,1,1
32,34,193.19,2.49,1,1
32,34,207.57,2.4,5,1
32,34,202.03,2.45,3,1
32,34,189.54,2.5,3,1
32,34,205.02,2.46,1,1
32,34,190.21,2.44,4,1
32,34,193.19,2.42,1,1
32,35,195.52,2.42,2,1
32,35,191.12,2.43,5,1
32,35,188.42,2.45,5,1
32,35,205.02,2.48,3,1
32,35,192.5,2.4,1,1
32,35,195.29,2.45,3,1
32,35,192.5,2.49,1,1
32,35,205.02,2.47,5,1
32,35,186.2,2.46,5,1
31.9,35,205.02,2.42,4,1
31.9,35,189.09,2.46,5,1
31.9,35,194.12,2.41,1,1
31.9,35,191.12,2.44,4,1
31.9,35,193.19,2.43,1,1
31.9,35,201.54,2.47,4,1
31.8,35,187.52,2.42,4,1
31.9,35,183.59,2.48,1,1
31.8,35,189.99,2.44,3,1
31.7,35,193.19,2.44,1,1
31.9,35,185.76,2.48,5,1
31.9,35,196.94,2.39,1,1
31.9,35,204.27,2.47,4,1
31.9,35,201.29,2.45,5,1
31.9,35,185.76,2.41,4,1
31.9,35,197.18,2.45,4,1
31.9,35,200.8,2.47,2,1
31.9,35,193.42,2.49,2,1
31.9,35,200.8,2.45,5,1
32,35,189.76,2.42,5,1
31.9,35,194.58,2.47,1,1
32,35,194.58,2.42,1,1
31.9,35,191.81,2.47,4,1
31.9,35,190.67,2.37,4,1
32,35,200.56,2.44,5,1
32,35,182.52,2.44,5,1
32,36,190.67,2.44,1,1
32,35,195.29,2.46,4,1
32,35,193.65,2.45,3,1
32,35,192.5,2.42,4,1
32,35,196.47,2.44,3,1
32,35,185.98,2.48,3,1
32,35,193.19,2.45,4,1
32,35,194.58,2.44,1,1
32,36,196.94,2.44,4,1
32,36,190.21,2.45,3,1
32,36,182.52,2.43,3,1
31.5,36,195.76,2.44,4,1
32,36,191.58,2.47,3,1
32,36,186.42,2.43,2,1
32,36,187.08,2.44,5,1
32,36,182.09,2.43,4,1
32,36,183.81,2.5,3,1
32,36,186.42,2.43,1,1
32,36,189.76,2.4,5,1
32,36,195.29,2.49,5,1
32,36,191.12,2.44,5,1
32,36,182.52,2.47,5,1
32,36,190.44,2.46,5,1
32,36,183.81,2.46,2,1
32,36,180.61,2.41,3,1
31.7,36,183.81,2.47,5,1
32,36,181.03,2.44,4,1
32,36,188.42,2.42,1,1
32,36,188.19,2.44,5,1
32,36,185.98,2.43,1,1
32,36,183.16,2.44,5,1
32,36,185.98,2.47,1,1
32,36,187.52,2.42,1,1
32,36,185.98,2.47,2,1
32,36,182.31,2.46,5,1
32,36,187.97,2.43,3,1
32,36,177.29,2.48,4,1
32,36,182.73,2.43,2,1
32,36,186.2,2.46,5,1
32,36,178.53,2.45,5,1
32.1,36,181.88,2.43,4,1
32,36,185.33,2.44,3,1
32,36,185.11,2.45,2,1
32,36,176.27,2.44,5,1
32.1,36,188.19,2.42,2,1
32.1,36,177.29,2.44,4,1
32.1,36,183.38,2.44,4,1
32.1,36,179.15,2.4,4,1
32,36,182.52,2.42,2,1
32,36,188.19,2.46,5,1
32,36,176.07,2.49,1,1
32,36,191.81,2.42,2,1
32,36,179.77,2.47,4,1
32.2,36,178.94,2.46,2,1
32,36,187.97,2.45,3,1
32.1,36,181.03,2.46,1,1
32.1,36,175.46,2.44,2,1
32,36,189.99,2.44,4,1
32.1,36,185.98,2.42,5,1
32.1,36,176.27,2.43,5,1
32.1,36,189.99,2.44,3,1
32.1,36,175.46,2.45,2,1
32.1,36,179.15,2.45,3,1
32.1,36,183.81,2.44,4,1
32.1,36,188.86,2.42,2,1
32.1,36,185.33,2.41,1,1
32.1,36,175.46,2.44,2,1
32.1,36,182.52,2.44,3,1
32.4,36,183.16,2.42,2,1
32.1,36,181.03,2.46,1,1
32.1,36,180.4,2.42,2,1
32.1,36,179.57,2.43,4,1
32.1,36,178.11,2.45,5,1
32.1,36,183.16,2.43,4,1
32.1,36,172.66,2.46,1,1
32.1,36,183.59,2.42,5,1
32.1,36,181.46,2.47,5,1
32.1,36,176.07,2.45,4,1
32.1,36,164.63,2.46,2,1
32.1,36,183.59,2.45,2,1
32.1,36,178.53,2.46,3,1
32.1,36,176.27,2.47,1,1
32,36,182.95,2.43,2,1
32.1,36,181.03,2.42,3,1
32.1,36,179.15,2.46,5,1
32.1,36,170.9,2.45,3,1
32.1,36,177.7,2.44,4,1
32.1,36,177.09,2.46,2,1
32.1,36,169.16,2.44,2,1
32.3,36,172.66,2.43,5,1
32.3,36,170.12,2.42,3,1
32.3,36,179.15,2.48,4,1
32.3,36,173.65,2.45,5,1
32.3,36,174.05,2.45,3,1
32.3,36,172.66,2.42,2,1
32.3,36,173.06,2.45,2,1
32.1,36,179.36,2.45,2,1
32.3,36,172.66,2.43,1,1
32.3,36,172.27,2.45,5,1
32.3,36,175.26,2.46,4,1
32.3,36,172.47,2.47,3,1
32.3,36,182.09,2.42,3,1
32.2,36,168.96,2.44,3,1
32.3,36,181.03,2.47,2,1
32.3,36,172.66,2.42,3,1
32.3,36,169.54,2.42,4,1
32.3,36,173.65,2.47,3,1
32.3,36,168.2,2.44,4,1
32.3,36,180.61,2.45,5,1
32.3,36,180.61,2.46,5,1
32.3,36,167.06,2.45,2,1
32.3,36,166.31,2.46,2,1
32.3,36,170.51,2.45,4,1
32.3,37,171.48,2.42,3,1
32.3,37,168.2,2.43,5,1
32.3,37,177.7,2.44,5,1
32.3,37,179.36,2.47,4,1
32.3,37,178.53,2.4,3,1
32.3,37,178.32,2.46,5,1
32.3,37,169.35,2.48,4,1
32.3,37,169.35,2.45,2,1
32.3,37,168.2,2.44,2,1
32.3,37,164.82,2.44,4,1
32.3,37,169.54,2.43,5,1
32.1,37,168.96,2.41,2,1
32.1,37,167.82,2.45,2,1
32.3,37,164.63,2.46,2,1
32.3,37,176.88,2.42,2,1
32.3,37,165.19,2.43,1,1
32.3,37,168.58,2.43,5,1
32.3,37,168.58,2.43,1,1
32.3,37,160.63,2.42,5,1
32.3,37,169.73,2.44,5,1
32.3,37,164.45,2.42,1,1
32.3,37,173.85,2.43,1,1
32.3,37,160.63,2.45,1,1
32.3,37,173.65,2.47,3,1
32.1,37,160.99,2.44,3,1
32.1,37,160.45,2.4,1,1
32.1,37,160.63,2.47,2,1
32.1,37,172.66,2.41,2,1
32.1,37,168.39,2.45,5,1
32.1,37,175.46,2.43,3,1
32.1,38,162.43,2.45,3,1
32.1,38,172.66,2.43,4,1
32.3,37,165.19,2.46,5,1
32.3,37,168.58,2.47,1,1
32.3,37,164.45,2.42,2,1
32.3,37,169.54,2.42,2,1
32.3,37,169.54,2.45,4,1
32.3,37,159.56,2.45,4,1
32.3,37,166.5,2.46,3,1
32.3,37,166.68,2.44,3,1
32.3,37,162.98,2.47,4,1
32.3,37,166.68,2.45,3,1
32.3,37,166.5,2.45,2,1
32.3,37,156.58,2.48,5,1
32.3,37,159.74,2.42,5,1
32.3,37,167.63,2.43,3,1
32.3,37,156.93,2.45,5,1
32.3,37,165.19,2.44,1,1
32.3,36,160.09,2.44,3,1
32.3,36,163.89,2.44,4,1
32.3,36,162.43,2.44,4,1
32.3,36,166.68,2.45,1,1
32.3,36,157.8,2.45,1,1
32.3,36,162.07,2.42,5,1
32.1,36,159.38,2.5,4,1
32.3,36,164.08,2.42,5,1
32.3,36,163.53,2.43,2,1
32.3,36,152.5,2.48,2,1
32.3,36,158.15,2.43,3,1
32.3,36,164.82,2.47,5,1
32.3,36,153.51,2.48,5,1
32.3,36,160.63,2.45,3,1
32.3,36,155.55,2.45,3,1
32.3,36,157.45,2.44,4,1
32.3,36,171.29,2.44,5,1
32.3,36,155.21,2.44,2,1
32.3,35,168.96,2.41,4,1
32.3,35,155.72,2.38,4,1
32.3,36,159.38,2.47,3,1
32.3,36,160.45,2.47,4,1
32.3,36,153.51,2.45,3,1
32.3,36,158.32,2.45,2,1
32.3,36,163.89,2.4,4,1
32.3,36,160.09,2.41,2,1
32.3,36,153.34,2.47,5,1
32.3,36,151.01,2.48,1,1
32.3,36,165.37,2.47,5,1
32.3,36,158.5,2.43,3,1
32.3,36,160.63,2.47,3,1
32.3,36,154.52,2.42,4,1
32.3,36,156.06,2.47,5,1
32.3,36,155.03,2.45,3,1
32.3,36,155.03,2.42,2,1
32.1,36,152.67,2.41,1,1
32.3,36,161.35,2.44,5,1
32.3,36,151.51,2.47,1,1
32.3,36,154.52,2.42,1,1
32.3,36,162.43,2.43,5,1
32.3,36,153.17,2.48,1,1
32.3,36,164.63,2.4,5,1
32.3,36,152.17,2.46,1,1
32.3,36,155.03,2.47,4,1
32.3,36,154.02,2.43,5,1
32.3,36,152.84,2.44,3,1
32.3,36,160.63,2.47,2,1
32.3,36,152.67,2.47,5,1
32.3,36,159.03,2.43,3,1
32.1,36,160.81,2.49,2,1
32.3,36,160.81,2.41,2,1
32.3,36,160.63,2.44,1,1
32.3,37,163.71,2.42,3,1
32.3,37,151.84,2.51,5,1
32.3,36,152.17,2.41,5,1
32.3,36,155.21,2.44,4,1
